feature,label,confidence,polysemantic,bal_acc,f1,fire_count,notes
5410,Clustered petaled flowers blooming,0.95,False,0.95,0.9524,,"All images show dense clusters of small, multi-petaled flowers (petunias, primrose, morning glory varieties) with visible yellow centers and varied color palettes."
5519,Purple and pink daisy-like flowers,0.95,False,0.95,0.9524,,All images show asters or similar composite flowers with radiating petals in magenta/purple/pink hues with yellow centers.
5525,Candy apples and caramel apples,0.92,False,0.95,0.9474,,"Images consistently show apples coated with glossy candy shells (caramel, chocolate, or hard candy) often on sticks, displaying the characteristic shiny, reflective surface of these confections."
5470,Orchid flowers with dark centers,0.92,False,0.95,0.9474,,All images show orchid species (particularly Ophrys or similar terrestrial orchids) characterized by distinctive petals with prominent dark burgundy or black centers/lips.
5493,Meat cooking on grill,0.95,False,0.95,0.9474,,"All images show various cuts of meat (steaks, burgers, bacon) being grilled with visible char marks and grill grates."
5538,martial arts training and practice,0.95,False,0.95,0.9524,,"All images show people wearing martial arts uniforms (gi/dobok) engaged in training, demonstrations, or classes in martial arts such as karate, taekwondo, or judo."
5534,Agricultural tractors performing field work,0.95,False,0.95,0.9474,,"All images show tractors with attached implements (mowers, tillers, harvesters) operating in agricultural fields, which is the consistent visual concept across the montage."
5448,bedroom with beds,0.95,False,0.95,0.9474,,"All images show bedroom interiors centered on beds as the primary furniture, capturing various bed styles, sizes, and room configurations."
5537,Beverage bottles with labels,0.92,False,0.95,0.9474,,"All images show bottles of alcoholic beverages (wine, beer, spirits) with prominent front-facing labels as the primary visual content."
5563,Pale yellow flowers with prominent stamens,0.95,False,0.95,0.9474,,"All images show light-colored flowers (white, cream, or pale yellow) with bright yellow central stamens, primarily primrose or similar spring flowers."
5543,Horses in pastoral ranch settings,0.95,False,0.95,0.9524,,"All images feature horses in farm or ranch environments, often with fencing, pastures, or human handlers present."
5550,Windmills with radiating fan blades,0.98,False,0.95,0.9474,,"All images feature distinctive multi-bladed windmills with characteristic fan-like wheel designs, typically agricultural or decorative structures shown against sky backgrounds."
5568,Coniferous evergreen tree foliage,0.95,False,0.95,0.9474,,"All images depict needle-like leaves characteristic of conifers such as pine, spruce, fir, or palm-like plants with thin, elongated fronds in various green tones."
5467,Cats and feline faces,0.98,False,0.95,0.9524,,Nearly all images feature domestic cats or cat faces in various contexts and expressions.
5581,Aerial view of patchy vegetation and bare ground,0.85,False,0.95,0.9474,,All images show top-down aerial/satellite views of terrain with mixed green vegetation and exposed brown/tan bare earth in various spatial patterns and densities.
5579,Palm trees and palmate foliage,0.92,False,0.95,0.9524,,All images show plants with distinctive fan-shaped or radially-arranged leaves characteristic of palms and similar monocots.
5555,Leaves with visible veins,0.92,False,0.95,0.9524,,"The feature consistently activates on images of individual leaves where the venation pattern is clearly visible, particularly when backlit or showing the leaf's internal structure."
5590,Tree buttress roots,0.95,False,0.95,0.9524,,"All images show the characteristic flared, wing-like root structures at tree bases, commonly seen in tropical and old-growth forest trees."
5593,Book spines on shelf,0.95,False,0.95,0.9474,,"All images show collections of books arranged horizontally on shelves, with their spines visible, displaying varied colors and text."
5542,Blue lupine flowers,0.95,False,0.95,0.9524,,"All images show dense spike-like flower clusters with blue to purple petals, characteristic of lupine plants, often photographed in natural grassland settings."
5599,Snow-covered coniferous trees,0.95,False,0.95,0.9524,,"All images prominently feature evergreen/coniferous trees (pine, spruce, fir) with heavy snow accumulation on their branches."
5559,Windshield wipers,0.95,False,0.95,0.9474,,"All images show various windshield wiper blades photographed from different angles, displaying the characteristic elongated curved metal and rubber construction."
5585,Vertical herbaceous plant stems,0.92,False,0.95,0.9524,,"All images show upright, elongated green plant stems or inflorescences with small leaves arranged along a central axis, characteristic of flowering herbs or grasses."
5606,Romanesco broccoli fractal florets,0.92,False,0.95,0.9474,,"All images show the distinctive spiral, bumpy fractal pattern characteristic of Romanesco broccoli or similar cruciferous vegetables with repetitive bulbous structures."
5604,Curved elongated objects with smooth surfaces,0.85,False,0.95,0.9474,,"The images consistently show bananas and banana-like curved fruits or objects with characteristic crescent shapes and smooth, tapered forms."
5611,Umbrella-shaped flowering plant heads,0.95,False,0.95,0.9474,,"All images show plants with characteristic umbel or umbel-like flower clusters with radiating stems, typical of Apiaceae family plants like Queen Anne's lace or similar wild carrot relatives."
5587,Climbing vines and trailing plants,0.85,False,0.95,0.9474,,Images predominantly show climbing or trailing vegetation with visible leaves and stems growing on structures or in dense clusters.
5613,Banksia flower spikes,0.92,False,0.95,0.9474,,"All images show distinctive dense, cylindrical flower spikes characteristic of Banksia species, varying in color from yellow to orange-red with textured, protruding individual florets."
5432,Glazed or seared meat dishes,0.92,False,0.95,0.9474,,"All images show cooked meat with a characteristic shiny, caramelized, or glazed surface, often with Asian-style preparation and garnishes."
5616,Red lantern-shaped flower buds,0.95,False,0.95,0.9524,,"All images show distinctive pendulous, bell-shaped or lantern-shaped flowers with prominent red/orange venation patterns, characteristic of Abutilon or similar mallow family plants."
5552,Bare deciduous trees without leaves,0.95,False,0.95,0.9474,,"All images show leafless trees photographed during winter or late autumn, with visible branch structures against the sky."
5571,Classical columns and architectural ruins,0.95,False,0.95,0.9474,,"All images feature prominent vertical fluted columns from ancient Greek or Roman architecture, typically displayed against blue skies in various states of preservation."
5617,Purple flowering plants with dense clusters,0.95,False,0.95,0.9474,,"All images show purple or blue flowers densely packed in clusters or spikes, primarily featuring plants like lavender, salvia, or similar herbaceous flowering plants."
5577,Palm trees and fronds,0.92,False,0.95,0.9474,,"Images consistently show various species of palm trees with distinctive frond patterns, trunks, and tropical foliage characteristics."
5614,leafy green vegetation foliage,0.92,False,0.95,0.9474,,"All images show dense green leafy plants or foliage textures, with varying scales and densities from close-up to wide shots."
5596,Small white flowers with prominent stamens,0.92,False,0.95,0.9524,,"All images show delicate white or pale flowers with visible yellow-green central stamens and often red/pink markings on petals, characteristic of small wildflower species."
